2000,2100,2200,2300,2400,2500,2600,2700,2800,2900,3000,3100,3200,3300,3400,3500,3600,3700,3800,3900,4000,4100,4200,4300,4400,4500
0.0022246913457770546,0.0020779198302617492,0.002098083183208497,0.002114162537442961,0.0021203262627398204,0.0021316256042955813,0.002155750656261759,0.002172139707593054,0.002178053496173289,0.00218221234453303,0.0021953870305518658,0.002208112124452009,0.0022228369258029137,0.002235883169154583,0.0022503487620266494,0.0022650027509114002,0.002280498738558412,0.002294890832676527,0.0023101326312001133,0.0023249024017586097,0.002342602927858298,0.0023584872785259174,0.0023738838879868557,0.002390196757253203,0.0024074596389663866,0.002424973692148632
