2000,2100,2200,2300,2400,2500,2600,2700,2800,2900,3000,3100,3200,3300,3400,3500,3600,3700,3800,3900,4000,4100,4200,4300,4400,4500
0.002063981285431323,0.0020763019361515556,0.002089316075013884,0.0021019419719016073,0.0021158399966801555,0.002127657161392323,0.0021413251632128607,0.002154009343146301,0.002166844688289628,0.0021804280377971633,0.0021953870305518658,0.002207502823479137,0.0022228369258029137,0.002235883169154583,0.0022503487620266494,0.0022650027509114002,0.002280498738558412,0.002294890832676527,0.0023101326312001133,0.0023249024017586097,0.002342602927858298,0.0023584872785259174,0.0023738838879868557,0.002390196757253203,0.0024074596389663866,0.002424973692148632
