20,40,60,80,100,120,140,160,180,200,220,240,260,280,300,320,340,360,380,400,420,440,460,480,500
0.003972179,0.004521454,0.004465925,0.004678337,0.005210559,0.005576165,0.005873664,0.006103707,0.006629761,0.007100502,0.00750928,0.007915442,0.008468442,0.008968428,0.009669393,0.010317865,0.010978622,0.012207068,0.013288442,0.014869054,0.016281128,0.016642379,0.020616319,0.021464378,0.026661797
